word,colour,stim_resp,correct_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ins.started,text_2.started,ins.stopped,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
RED,red,C,r,5,4,44,0,71.97251159999905,,,,,71.96041129999867,71.97251159999905,72.47267609999835,72.47267609999835,72.47267609999835,73.05763299999853,r,1,0.582901400000992,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
RED,blue,I,b,5,5,45,1,73.07272659999944,,,,,73.06006959999831,73.07272659999944,73.57261039999867,73.57261039999867,73.57261039999867,74.49102589999893,b,1,0.9157137999991392,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
GREEN,green,I,g,5,6,46,7,74.5057186999984,,,,,74.4937288000001,74.5057186999984,75.00582659999964,75.00582659999964,75.00582659999964,75.85748559999956,g,1,0.8498609999987821,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,red,I,r,5,7,47,2,75.87238149999939,,,,,75.86019779999879,75.87238149999939,76.37249519999932,76.37249519999932,76.37249519999932,77.37490929999876,r,1,0.9919792000000598,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,blue,C,b,6,0,48,3,77.38981449999847,,,,,77.37861179999891,77.38981449999847,77.88910570000007,77.88910570000007,77.88910570000007,78.62416080000003,b,1,0.7258769000000029,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
YELLOW,yellow,C,y,6,1,49,4,78.63898799999879,,,,,78.62699099999918,78.63898799999879,79.1390123000001,79.1390123000001,79.1390123000001,80.00740009999936,y,1,0.8542180000004009,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
GREEN,green,I,g,6,2,50,7,80.02246500000001,,,,,80.01012199999968,80.02246500000001,80.52331149999918,80.52331149999918,80.52331149999918,81.19094549999863,g,1,0.6515846000002057,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,red,I,r,6,3,51,2,81.20594239999991,,,,,81.19379870000012,81.20594239999991,81.7061536000001,81.7061536000001,81.7061536000001,82.94057789999897,r,1,1.2274856999993062,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
GREEN,yellow,I,y,6,4,52,6,82.95539589999862,,,,,82.94326959999853,82.95539589999862,83.45622379999986,83.45622379999986,83.45622379999986,85.02402529999927,y,1,1.5557324000001245,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
YELLOW,green,I,g,6,5,53,5,85.03922239999883,,,,,85.02691929999855,85.03922239999883,85.53926919999867,85.53926919999867,85.53926919999867,86.99097249999977,g,1,1.4487017999999807,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
RED,red,C,r,6,6,54,0,87.00600029999987,,,,,86.99367089999942,87.00600029999987,87.50625169999876,87.50625169999876,87.50625169999876,88.16102219999993,r,1,0.6397624999990512,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
RED,blue,I,b,6,7,55,1,88.18864049999866,,,,,88.1661370999991,88.18864049999866,88.67271729999993,88.67271729999993,88.6891040999999,89.52732259999902,b,1,0.8400217999987944,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,red,I,r,7,0,56,2,89.55587169999853,,,,,89.5324561999987,89.55587169999853,90.04152419999991,90.04152419999991,90.05897879999975,92.3563567000001,r,1,2.3068142000010994,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
YELLOW,yellow,C,y,7,1,57,4,92.37193249999837,,,,,92.35833419999835,92.37193249999837,92.87177840000004,92.87177840000004,92.87177840000004,93.58952229999886,y,1,0.7076484999997774,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
YELLOW,green,I,g,7,2,58,5,93.60527819999879,,,,,93.59147339999981,93.60527819999879,94.09239229999912,94.09239229999912,94.10907589999988,94.94472129999849,g,1,0.8455444000010175,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,blue,C,b,7,3,59,3,94.97263019999991,,,,,94.95153449999998,94.97263019999991,95.45774329999949,95.45774329999949,95.47491399999853,96.22454859999925,b,1,0.7495999000002485,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
GREEN,green,I,g,7,4,60,7,96.2392977999989,,,,,96.22748479999973,96.2392977999989,96.73908869999832,96.73908869999832,96.73908869999832,98.27401800000007,g,1,1.5303789999998116,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
RED,blue,I,b,7,5,61,1,98.28925269999854,,,,,98.27660189999915,98.28925269999854,98.78913879999891,98.78913879999891,98.78913879999891,99.60776299999998,b,1,0.8111752000004344,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
GREEN,yellow,I,y,7,6,62,6,99.62246459999915,,,,,99.61049589999857,99.62246459999915,100.12233669999841,100.12233669999841,100.12233669999841,101.52461419999963,y,1,1.3988274000003003,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
RED,red,C,r,7,7,63,0,101.5393084999996,,,,,101.52731409999978,101.5393084999996,102.03943949999848,102.03943949999848,102.03943949999848,102.65708989999985,r,1,0.6080323000005592,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
GREEN,green,I,g,8,0,64,7,102.67205789999934,,,,,102.65953269999955,102.67205789999934,103.17278549999901,103.17278549999901,103.17278549999901,104.07372039999973,g,1,0.8896693000006053,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
YELLOW,yellow,C,y,8,1,65,4,104.08950639999966,,,,,104.0761720999999,104.08950639999966,104.58925719999934,104.58925719999934,104.58925719999934,105.2740204999991,y,1,0.6685994999988907,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,blue,C,b,8,2,66,3,105.30490839999948,,,,,105.27939839999999,105.30490839999948,105.7897041999986,105.7897041999986,105.80666009999914,106.49078849999933,b,1,0.6930244999985007,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,red,I,r,8,3,67,2,106.50573509999958,,,,,106.49355309999919,106.50573509999958,107.00593789999948,107.00593789999948,107.00593789999948,108.77414229999886,r,1,1.7642403000008926,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
RED,red,C,r,8,4,68,0,108.78954199999862,,,,,108.77716340000006,108.78954199999862,109.28920649999964,109.28920649999964,109.28920649999964,109.84098149999954,r,1,0.5481262999983301,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
GREEN,yellow,I,y,8,5,69,6,109.85687319999852,,,,,109.84373469999991,109.85687319999852,110.35538039999847,110.35538039999847,110.35538039999847,111.2580614999988,y,1,0.9004115000007005,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
RED,blue,I,b,8,6,70,1,111.27254169999833,,,,,111.26076169999942,111.27254169999833,111.77253799999926,111.77253799999926,111.77253799999926,113.60811209999883,b,1,1.832355300000927,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
YELLOW,green,I,g,8,7,71,5,113.62326609999946,,,,,113.61090259999946,113.62326609999946,114.12280389999978,114.12280389999978,114.12280389999978,116.20776459999979,g,1,2.0715454000001046,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
GREEN,green,I,g,9,0,72,7,116.23785209999915,,,,,116.21097579999878,116.23785209999915,116.72305009999945,116.72305009999945,116.7397392999992,117.70725879999918,g,1,0.9740857999986474,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
RED,blue,I,b,9,1,73,1,117.72266059999856,,,,,117.70995289999883,117.72266059999856,118.2222933999983,118.2222933999983,118.2222933999983,119.5741296999986,b,1,1.337070000001404,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
RED,red,C,r,9,2,74,0,119.58957299999929,,,,,119.57692179999867,119.58957299999929,120.08977549999872,120.08977549999872,120.08977549999872,120.82392919999984,r,1,0.7309610000011162,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,blue,C,b,9,3,75,3,120.83940749999965,,,,,120.82661629999893,120.83940749999965,121.33902359999956,121.33902359999956,121.33902359999956,122.67447329999959,b,1,1.3300962000012078,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,red,I,r,9,4,76,2,122.68943259999833,,,,,122.6767936999986,122.68943259999833,123.18943289999879,123.18943289999879,123.18943289999879,123.92448599999989,r,1,0.7173961999997118,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
YELLOW,yellow,C,y,9,5,77,4,123.95480659999885,,,,,123.9278947999992,123.95480659999885,124.43912109999837,124.43912109999837,124.45585669999855,125.25771369999893,y,1,0.807711700001164,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
YELLOW,green,I,g,9,6,78,5,125.27274880000004,,,,,125.26040639999883,125.27274880000004,125.77309259999856,125.77309259999856,125.77309259999856,126.99099309999838,g,1,1.2058293000009144,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
GREEN,yellow,I,y,9,7,79,6,127.0060498999992,,,,,126.99373809999997,127.0060498999992,127.50591589999931,127.50591589999931,127.50591589999931,129.69128629999977,y,1,2.167982700000721,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
GREEN,green,I,g,10,0,80,7,129.70616019999943,,,,,129.69416549999914,129.70616019999943,130.20588709999902,130.20588709999902,130.20588709999902,131.89023949999864,g,1,1.675872800000434,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
YELLOW,green,I,g,10,1,81,5,131.90546859999995,,,,,131.8923077999989,131.90546859999995,132.40617810000003,132.40617810000003,132.40617810000003,133.0913365999986,g,1,0.6709845000004862,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
RED,blue,I,b,10,2,82,1,133.10607869999876,,,,,133.09419939999862,133.10607869999876,133.60580179999852,133.60580179999852,133.60580179999852,134.50703689999864,b,1,0.8864166999992449,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
YELLOW,yellow,C,y,10,3,83,4,134.52223269999922,,,,,134.5088971999994,134.52223269999922,135.02302400000008,135.02302400000008,135.02302400000008,136.22417139999925,y,1,1.1979430000010325,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,red,I,r,10,4,84,2,136.23915279999892,,,,,136.22675909999998,136.23915279999892,136.73889859999872,136.73889859999872,136.73889859999872,138.47440229999847,r,1,1.7242635999991762,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
GREEN,yellow,I,y,10,5,85,6,138.48976969999967,,,,,138.47712219999994,138.48976969999967,138.9898177999985,138.9898177999985,138.9898177999985,140.02415560000009,g,0,1.0259814000000915,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,blue,C,b,10,6,86,3,140.03942229999848,,,,,140.0268888999999,140.03942229999848,140.5390572999986,140.5390572999986,140.5390572999986,142.2073864999984,b,1,1.6589008000009926,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
RED,red,C,r,10,7,87,0,142.2225312999999,,,,,142.21022359999915,142.2225312999999,142.72289289999935,142.72289289999935,142.72289289999935,143.29142559999855,r,1,0.5631193999997777,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,blue,C,b,11,0,88,3,143.30590759999905,,,,,143.29415249999875,143.30590759999905,143.80585019999853,143.80585019999853,143.80585019999853,144.8075957000001,b,1,0.9935803999997006,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
RED,red,C,r,11,1,89,0,144.8226426000001,,,,,144.81028629999855,144.8226426000001,145.32293539999955,145.32293539999955,145.32293539999955,146.04047679999894,r,1,0.7157284999993863,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
